word;word_fr_accent
carmelites;carmélites
carnee;carnée
carotenoide;caroténoïde
carotenoides;caroténoïdes
carree;carrée
carrees;carrées
carriere;carrière
carrieres;carrières
cartesianisme;cartésianisme
cartesien;cartésien
cartesienne;cartésienne
cartesiennes;cartésiennes
cartesiens;cartésiens
cartographiee;cartographiée
cartotheques;cartothèques
caseine;caséine
caseines;caséines
cassee;cassée
cassees;cassées
cataloguee;cataloguée
catalysee;catalysée
catalysees;catalysées
cate;caté
catechisme;catéchisme
catechol;catéchol
catechols;catéchols
categorie;catégorie
categoriel;catégoriel
categorielle;catégorielle
categorielles;catégorielles
categoriels;catégoriels
categories;catégories
categorique;catégorique
categoriques;catégoriques
categorisation;catégorisation
categorisations;catégorisations
categoriser;catégoriser
catenaire;caténaire
catenaires;caténaires
cathedral;cathédral
cathedrale;cathédrale
cathedrales;cathédrales
catheter;cathéter
catheterisme;cathétérisme
catheterismes;cathétérismes
catheters;cathéters
catholicite;catholicité
causalite;causalité
causalites;causalités
causee;causée
causees;causées
cavite;cavité
cavites;cavités
ceara;céara
cecile;cécile
cecite;cécité
cedant;cédant
cede;cédé
cedee;cédée
cedees;cédées
ceder;céder
cedes;cédés
cedille;cédille
cedrat;cédrat
cedre;cèdre
cedric;cédric
cegep;cégep
celebrant;célébrant
celebration;célébration
celebrations;célébrations
celebree;célébrée
celebrer;célébrer
celebrite;célébrité
celerite;célérité
celeste;céleste
celestes;célestes
celestin;célestin
celibat;célibat
celibataire;célibataire
celibataires;célibataires
celimene;célimène
celine;céline
cement;cément
cementation;cémentation
cene;cène
cenesthopathies;cénesthopathies
cenomanien;cénomanien
cenotaphes;cénotaphes
cenozoique;cénozoïque
cenozoiques;cénozoïques
cense;censé
censee;censée
censees;censées
censes;censés
censuree;censurée
censurees;censurées
centimetre;centimètre
centimetres;centimètres
centimetrique;centimétrique
centralisee;centralisée
centralisees;centralisées
centralite;centralité
centralites;centralités
centree;centrée
centrees;centrées
centripete;centripète
centromere;centromère
centromeres;centromères
cepage;cépage
cepages;cépages
cephalique;céphalique
cephalometrie;céphalométrie
cephalometrique;céphalométrique
cephalon;céphalon
cephalopodes;céphalopodes
cephalorachidien;céphalorachidien
cepheides;céphéides
ceramique;céramique
ceramiques;céramiques
ceramiste;céramiste
ceramistes;céramistes
cerbere;cerbère
cereales;céréales
cerealier;céréalier
cerealieres;céréalières
cerebelleuse;cérébelleuse
cerebelleuses;cérébelleuses
cerebelleux;cérébelleux
cerebral;cérébral
cerebrale;cérébrale
cerebrales;cérébrales
cerebraux;cérébraux
ceremonial;cérémonial
ceremonie;cérémonie
ceremoniel;cérémoniel
ceremonielle;cérémonielle
ceremonielles;cérémonielles
ceremonies;cérémonies
cerium;cérium
cernee;cernée
certifiee;certifiée
certifiees;certifiées
cervides;cervidés
cesar;césar
cesarienne;césarienne
cesarisme;césarisme
cesars;césars
cesium;césium
cesiums;césiums
cessees;cessées
cesserent;cessèrent
cessibilite;cessibilité
cesure;césure
cesures;césures
cetace;cétacé
cetaces;cétacés
cetenes;cétènes
cetones;cétones
cevennes;cévennes
cevenole;cévenole
cevenoles;cévenoles
cevenols;cévenols
cezard;cézard
chalcogene;chalcogène
chambery;chambéry
champetre;champêtre
changee;changée
changees;changées
chansonniere;chansonnière
chantee;chantée
chantees;chantées
chapeautees;chapeautées
charbonniere;charbonnière
chargee;chargée
chargees;chargées
charite;charité
charniere;charnière
charnieres;charnières
charriere;charrière
chatie;châtié
chaudiere;chaudière
chaudieres;chaudières
chauffee;chauffée
chauffees;chauffées
chaussee;chaussée
chaussees;chaussées
chelate;chélate
chelates;chélates
chelateur;chélateur
chelateurs;chélateurs
chelation;chélation
cheloniens;chéloniens
cheminee;cheminée
cheminees;cheminées
chemorecepteurs;chémorécepteurs
chenaie;chênaie
chene;chêne
chenes;chênes
chenevotte;chènevotte
chenevottes;chènevottes
chenier;chénier
cheque;chèque
cheques;chèques
chere;chère
cheres;chères
cherie;chérie
cherif;chérif
cherifien;chérifien
cherot;chérot
cherte;cherté
chevauchee;chevauchée
cheve;chevé
chevillees;chevillées
chevre;chèvre
chevres;chèvres
chicoree;chicorée
chicorees;chicorées
chiffree;chiffrée
chiffrees;chiffrées
chimere;chimère
chimeres;chimères
chimerique;chimérique
chimeriques;chimériques
chimiotherapie;chimiothérapie
chimiotherapies;chimiothérapies
chimpanze;chimpanzé
chimpanzes;chimpanzés
chiropteres;chiroptères
cholecystite;cholécystite
cholera;choléra
cholesterol;cholestérol
chomage;chômage
chomages;chômages
chomeurs;chômeurs
choree;chorée
choregraphe;chorégraphe
choregraphes;chorégraphes
choregraphie;chorégraphie
choregraphique;chorégraphique
choregraphiques;chorégraphiques
choroide;choroïde
choroides;choroïdes
chretien;chrétien
chretienne;chrétienne
chretiennes;chrétiennes
chretiens;chrétiens
chretiente;chrétienté
chretientes;chrétientés
christianisees;christianisées
chromosphere;chromosphère
chromospherique;chromosphérique
chromospheriques;chromosphériques
chronometrer;chronométrer
chronometres;chronomètres
chronometrie;chronométrie
chronometrique;chronométrique
chronometriques;chronométriques
chrysomeles;chrysomèles
ciblee;ciblée
ciblees;ciblées
ciceron;cicéron
ciceronien;cicéronien
ciceronienne;cicéronienne
ciliees;ciliées
cilies;ciliés
cimentee;cimentée
cimetiere;cimetière
cimetieres;cimetières
cimmeriens;cimmériens
cine;ciné
cineaste;cinéaste
cineastes;cinéastes
cinema;cinéma
cinemas;cinémas
cinematheque;cinémathèque
cinematique;cinématique
cinematiques;cinématiques
cinematographe;cinématographe
cinematographie;cinématographie
cinematographies;cinématographies
cinematographique;cinématographique
cinematographiques;cinématographiques
cineraire;cinéraire
cineraires;cinéraires
cines;cinés
cinetique;cinétique
cinetiques;cinétiques
cinquantieme;cinquantième
cinquieme;cinquième
cinquiemes;cinquièmes
circonference;circonférence
circonstanciee;circonstanciée
circularite;circularité
cisaillee;cisaillée
citeaux;cîteaux
citee;citée
citees;citées
citoyennete;citoyenneté
citoyennetes;citoyennetés
citroen;citroën
civilite;civilité
civilites;civilités
clandestinite;clandestinité
clarifiee;clarifiée
clarte;clarté
classee;classée
classees;classées
classifiees;classifiées
cle;clé
clemence;clémence
clement;clément
clemente;clémente
clementine;clémentine
cleopatre;cléopâtre
clerge;clergé
clerges;clergés
clerical;clérical
clericale;cléricale
cles;clés
clientele;clientèle
climatisees;climatisées
clivee;clivée
clonees;clonées
clot;clôt
cloturait;clôturait
cloturee;clôturée
cloturent;clôturent
cloturer;clôturer
cloturera;clôturera
clotures;clôtures
clouees;clouées
coagulees;coagulées
cochleaire;cochléaire
cochleaires;cochléaires
cochlee;cochlée
codee;codée
codees;codées
codetenteur;codétenteur
codetenus;codétenus
codifiee;codifiée
coedition;coédition
coeditions;coéditions
coeducation;coéducation
cofidejusseurs;cofidéjusseurs
cogere;cogéré
cogeres;cogérés
cognee;cognée
coherence;cohérence
coherences;cohérences
coherent;cohérent
coherente;cohérente
coherentes;cohérentes
coherents;cohérents
cohesif;cohésif
cohesifs;cohésifs
cohesion;cohésion
cohesive;cohésive
cohesives;cohésives
coincidait;coïncidait
coincidant;coïncidant
coincidence;coïncidence
coincidences;coïncidences
coincident;coïncident
coincider;coïncider
coinciderait;coïnciderait
coleoptere;coléoptère
coleopteres;coléoptères
colere;colère
coleres;colères
collaboree;collaborée
collagene;collagène
collagenes;collagènes
collateral;collatéral
collaterales;collatérales
collateraux;collatéraux
collectees;collectées
collectivite;collectivité
collectivites;collectivités
collees;collées
college;collège
colleges;collèges
collegial;collégial
collegiale;collégiale
collegiales;collégiales
collegialite;collégialité
collegien;collégien
collegienne;collégienne
collegiennes;collégiennes
collegiens;collégiens
collegue;collègue
collegues;collègues
collete;colleté
colloidal;colloïdal
colloidale;colloïdale
colloidales;colloïdales
colloidaux;colloïdaux
colloide;colloïde
colloides;colloïdes
coloree;colorée
colorees;colorées
colorimetrie;colorimétrie
colorimetrique;colorimétrique
colorimetriques;colorimétriques
combinee;combinée
combinees;combinées
comblee;comblée
comedie;comédie
comedien;comédien
comedienne;comédienne
comediens;comédiens
comedies;comédies
cometaire;cométaire
cometaires;cométaires
comete;comète
cometes;comètes
commandee;commandée
commandees;commandées
commanditee;commanditée
commemorant;commémorant
commemoratif;commémoratif
commemoratifs;commémoratifs
commemoration;commémoration
commemorations;commémorations
commemorative;commémorative
commemoratives;commémoratives
commemorent;commémorent
commemorer;commémorer
commencee;commencée
commencees;commencées
commentee;commentée
commentees;commentées
commercialisee;commercialisée
commercialisees;commercialisées
commercialite;commercialité
commere;commère
commissionnee;commissionnée
commodite;commodité
commodites;commodités
communaute;communauté
communautes;communautés
communement;communément
communicabilite;communicabilité
communiquee;communiquée
communiquees;communiquées
commutativite;commutativité
commutee;commutée
commutees;commutées
compacite;compacité
compactee;compactée
comparabilite;comparabilité
comparee;comparée
comparees;comparées
compatibilite;compatibilité
compensee;compensée
compensees;compensées
compere;compère
competant;compétant
compete;compète
competence;compétence
competences;compétences
competent;compétent
competente;compétente
competentes;compétentes
competents;compétents
competions;compétions
competiteur;compétiteur
competiteurs;compétiteurs
competitif;compétitif
competitifs;compétitifs
competition;compétition
competitions;compétitions
competitive;compétitive
competitives;compétitives
competitivite;compétitivité
competitivites;compétitivités
competitrice;compétitrice
compiegne;compiègne
complement;complément
complementa;complémenta
complementaire;complémentaire
complementairement;complémentairement
complementaires;complémentaires
complementarite;complémentarité
complementarites;complémentarités
complementation;complémentation
complementee;complémentée
complementees;complémentées
complementent;complémentent
complementer;complémenter
complementes;complémentés
complements;compléments
completant;complétant
completee;complétée
completees;complétées
completement;complètement
completent;complètent
completer;compléter
completera;complétera
completeront;compléteront
completif;complétif
completion;complétion
completive;complétive
completives;complétives
completons;complétons
completude;complétude
complexee;complexée
complexees;complexées
complexifiee;complexifiée
complexite;complexité
complexites;complexités
complicite;complicité
complicites;complicités
compliquee;compliquée
composee;composée
composees;composées
compossibilite;compossibilité
comprehensibilite;compréhensibilité
comprehensible;compréhensible
comprehensibles;compréhensibles
comprehension;compréhension
comprehensions;compréhensions
comprehensive;compréhensive
compressee;compressée
compressees;compressées
compressibilite;compressibilité
comprimee;comprimée
comptabilisee;comptabilisée
comptabilisees;comptabilisées
comptabilite;comptabilité
comptabilites;comptabilités
comptee;comptée
comptees;comptées
concatenation;concaténation
concavite;concavité
concedee;concédée
conceder;concéder
concentree;concentrée
concentrees;concentrées
concentricite;concentricité
conceptualisee;conceptualisée
conceptualite;conceptualité
concernee;concernée
concernees;concernées
concertee;concertée
concertees;concertées
concrete;concrète
concretement;concrètement
concretes;concrètes
concretions;concrétions
concretisant;concrétisant
concretisation;concrétisation
concretisations;concrétisations
concretisee;concrétisée
concretisees;concrétisées
concretisent;concrétisent
concretiser;concrétiser
concretisera;concrétisera
concretises;concrétisés
concurrencee;concurrencée
condamnee;condamnée
condamnees;condamnées
conde;condé
condensee;condensée
condensees;condensées
condes;condés
conditionnalite;conditionnalité
conditionnee;conditionnée
conditionnees;conditionnées
conductivite;conductivité
conductivites;conductivités
cone;cône
cones;cônes
confederale;confédérale
confederation;confédération
conferant;conférant
conferee;conférée
conferees;conférées
conference;conférence
conferences;conférences
conferencier;conférencier
conferenciere;conférencière
conferencieres;conférencières
conferenciers;conférenciers
conferent;confèrent
conferer;conférer
confidentialite;confidentialité
confidentialites;confidentialités
confiee;confiée
confiees;confiées
confinee;confinée
confinees;confinées
confirmee;confirmée
confirmees;confirmées
confisquees;confisquées
conformabilite;conformabilité
conformee;conformée
conformement;conformément
conformite;conformité
conformites;conformités
confortee;confortée
confortees;confortées
confrere;confrère
confreres;confrères
confrerie;confrérie
confreries;confréries
confrontee;confrontée
confrontees;confrontées
confuceen;confucéen
confuceenne;confucéenne
confuceennes;confucéennes
confuceens;confucéens
congelateur;congélateur
congelation;congélation
congelee;congelée
congelees;congelées
congeles;congelés
congeneres;congénères
congenital;congénital
congenitale;congénitale
congenitales;congénitales
congenitaux;congénitaux
conglomerats;conglomérats
congreganistes;congréganistes
congregation;congrégation
congregations;congrégations
coniferes;conifères
conjecturee;conjecturée
conjugalite;conjugalité
conjugalites;conjugalités
conjuguee;conjuguée
conjuguees;conjuguées
connait;connaît
connaitra;connaîtra
connaitre;connaître
connectee;connectée
connectees;connectées
connexite;connexité
conquerant;conquérant
conquerants;conquérants
conquerir;conquérir
conquete;conquête
conquetes;conquêtes
consacree;consacrée
consacrees;consacrées
consecration;consécration
consecutif;consécutif
consecutifs;consécutifs
consecutive;consécutive
consecutivement;consécutivement
consecutives;consécutives
conseillee;conseillée
conseillees;conseillées
conseillere;conseillère
conseilleres;conseillères
consequemment;conséquemment
consequence;conséquence
consequences;conséquences
consequent;conséquent
consequente;conséquente
consequentes;conséquentes
